Class;_RMSenergy_Mean;_Lowenergy_Mean;_Fluctuation_Mean;_Tempo_Mean;_MFCC_Mean_1;_MFCC_Mean_2;_MFCC_Mean_3;_MFCC_Mean_4;_MFCC_Mean_5;_MFCC_Mean_6;_MFCC_Mean_7;_MFCC_Mean_8;_MFCC_Mean_9;_MFCC_Mean_10;_MFCC_Mean_11;_MFCC_Mean_12;_MFCC_Mean_13;_Roughness_Mean;_Roughness_Slope;_Zero-crossingrate_Mean;_AttackTime_Mean;_AttackTime_Slope;_Rolloff_Mean;_Eventdensity_Mean;_Pulseclarity_Mean;_Brightness_Mean;_Spectralcentroid_Mean;_Spectralspread_Mean;_Spectralskewness_Mean;_Spectralkurtosis_Mean;_Spectralflatness_Mean;_EntropyofSpectrum_Mean;_Chromagram_Mean_1;_Chromagram_Mean_2;_Chromagram_Mean_3;_Chromagram_Mean_4;_Chromagram_Mean_5;_Chromagram_Mean_6;_Chromagram_Mean_7;_Chromagram_Mean_8;_Chromagram_Mean_9;_Chromagram_Mean_10;_Chromagram_Mean_11;_Chromagram_Mean_12;_HarmonicChangeDetectionFunction_Mean;_HarmonicChangeDetectionFunction_Std;_HarmonicChangeDetectionFunction_Slope;_HarmonicChangeDetectionFunction_PeriodFreq;_HarmonicChangeDetectionFunction_PeriodAmp;_HarmonicChangeDetectionFunction_PeriodEntropy
happy;0.21;0.566;6.75;165.889;2.45;-0.262;0.641;-0.182;0.138;-0.078;0.137;0.147;-0.108;0.065;-0.196;-0.386;-0.084;830.228;0.282;1049.324;0.028;-0.021;5842.942;3.04;0.509;0.458;2718.996;3475.235;1.836;5.646;0.047;0.89;0.142;0.155;0.881;0.247;0.017;0.014;0.104;0.87;0.704;0.918;1;0.408;0.335;0.176;-0.126;1.682;0.798;0.97
happy;0.173;0.612;7.864;98.875;2.575;-0.022;0.303;0.198;0.193;0.032;-0.064;0.035;0.156;0.23;0.166;0.073;0.111;461.348;0.35;1004.217;0.03;0.111;4722.227;2.075;0.808;0.368;1996.294;2509.004;1.661;5.071;0.02;0.868;0.277;0.355;0.473;0.167;0.278;0.139;0.176;0.478;0.61;1;0.486;0.281;0.354;0.189;-0.042;1.682;0.803;0.973
happy;0.27;0.455;8.767;122.054;2.558;0.491;0.913;0.234;-0.011;-0.173;0.062;-0.005;-0.124;-0.25;0.208;-0.067;0.059;1416.836;-0.057;1189.739;0.022;0.052;9069.979;4.744;0.309;0.461;3208.703;4078.109;1.407;3.74;0.068;0.891;0.298;0.759;0.176;0.138;0.172;0.08;0.549;0.369;0.599;0.894;0.44;1;0.357;0.191;-0.089;2.243;0.802;0.963
happy;0.136;0.623;7.027;127.447;1.418;-0.32;0.248;-0.034;0.244;0.087;0.157;0.316;-0.037;0.005;-0.002;-0.012;0.095;891.42;0.001;2509.138;0.026;-0.051;6432.96;3.274;0.373;0.639;3185.191;2777.493;1.065;3.357;0.03;0.915;0.189;0.095;0.578;0.359;0.064;0.279;0.531;0.604;1;0.628;0.145;0.375;0.29;0.132;0.038;0.792;0.847;0.966
happy;0.162;0.532;6.451;107.845;1.571;0.073;0.354;0.074;0.069;-0.138;-0.054;0.033;-0.093;0.131;0.148;0.129;0.112;854.994;0.135;2139.093;0.027;0.026;9771.027;3.475;0.562;0.615;4147.88;4063.239;0.821;2.352;0.043;0.923;0.458;0.468;0.338;0.185;0.197;0.014;0.261;0.197;0.509;0.608;0.39;1;0.345;0.165;-0.167;1.922;0.824;0.972
happy;0.065;0.512;17.32;187.701;3.364;-0.87;1.301;-0.052;-0.069;0.359;-0.07;0.728;-0.573;0.407;-0.366;-0.125;-0.058;115.269;-0.102;1022.217;0.024;0.117;7589.613;3.575;0.256;0.448;2732.569;3560.454;1.589;4.321;0.053;0.883;0.142;0.003;0.825;0.198;0.051;0;0.171;0.499;0.038;1;0.675;0.021;0.318;0.153;-0.116;2.243;0.818;0.969
happy;0.09;0.541;7.73;128.829;2.484;-0.537;0.435;0.123;0.244;0.013;-0.024;-0.168;-0.019;0.118;0.079;0.111;0.038;247.138;0.146;1159.768;0.03;0.175;4064.75;4.176;0.276;0.442;2141.69;2412.941;2.084;7.69;0.029;0.883;0.943;0.122;0.39;0.051;0.47;0.674;0.795;1;0.036;0.243;0.796;0.609;0.401;0.168;-0.052;2.691;0.856;0.968
happy;0.122;0.534;6.952;116.554;1.282;-0.253;0.266;-0.072;0.235;-0.144;0.194;0.334;-0.009;-0.018;-0.122;-0.137;0.007;1056.306;0.268;2449.595;0.028;-0.019;6444.19;3.976;0.46;0.654;3291.034;2856.508;1.111;3.595;0.026;0.917;0.45;0.077;0.087;0.105;0.339;0.717;0.418;0.311;0.491;0.83;1;0.859;0.307;0.154;-0.015;1.495;0.804;0.965
happy;0.084;0.598;7.982;140.412;1.317;-0.203;0.347;0.078;0.322;0.038;0.165;0.025;0.048;0.051;0.078;-0.008;0.054;369.771;-0.048;2374.201;0.034;-0.026;6012.117;3.375;0.346;0.637;3179.417;2855.827;1.259;4.278;0.037;0.914;0.118;0.082;0.132;0.286;0.093;0.986;0.414;0.274;0.452;1;0.856;0.757;0.349;0.22;-0.079;0.841;0.834;0.969
happy;0.106;0.571;7.245;131.417;1.548;-0.375;0.633;-0.27;0.383;0.044;-0.067;0.277;-0.113;0.17;0.049;-0.048;0.081;444.239;-0.047;2115.316;0.04;-0.091;5299.292;2.639;0.322;0.617;2848.787;2584.316;1.463;5.138;0.031;0.905;0.135;0.158;0.377;0.335;0.233;0.25;0.357;0.655;1;0.826;0.138;0.163;0.331;0.172;0.097;2.243;0.805;0.969
happy;0.078;0.614;6.699;106.611;1.384;0.109;0.34;-0.284;0.254;-0.123;0.09;-0.005;-0.092;0.174;0.255;-0.054;0.316;148.774;0.12;1944.963;0.033;0.085;6792.927;3.308;0.423;0.617;3280.46;3017.21;1.031;3.261;0.024;0.911;0.552;0.628;0.933;0.453;0.473;0.12;0.429;0.347;0.438;0.919;0.613;1;0.35;0.166;0.036;1.223;0.816;0.968
happy;0.11;0.449;16.172;51.957;1.995;-0.384;0.104;0.128;0.453;0.14;0.232;-0.117;-0.191;-0.2;-0.257;-0.122;-0.215;319.039;-0.449;1413.374;0.025;0.209;5120.528;4.778;0.113;0.502;2507.436;2500.062;1.455;4.562;0.017;0.889;0.134;0.2;0.523;0.407;0.209;0.152;0.775;1;0.105;0.506;0.269;0.378;0.369;0.175;-0.095;3.364;0.828;0.964
happy;0.149;0.564;7.667;132.088;1.86;0.651;0.5;0.004;0.143;-0.185;-0.032;0.09;0.143;0.082;0.106;0.037;-0.043;400.77;0.042;1783.291;0.023;0.106;10050.307;3.046;0.476;0.542;4045.517;4505.061;1.028;2.797;0.075;0.912;0.905;0.823;0.411;0.473;0.77;1;0.278;0.65;0.938;0.455;0.665;0.325;0.351;0.197;-0.007;0.561;0.819;0.964
happy;0.121;0.565;9.218;127.716;1.704;-0.016;0.417;0.091;0.157;-0.144;-0.12;0.033;-0.066;0.235;0.022;0.009;0.009;511.221;-0.114;2245.658;0.024;-0.042;9805.935;3.742;0.496;0.632;4340.415;4199.442;0.87;2.497;0.053;0.932;0.845;0.605;0.554;0.928;0.484;0.969;0.52;1;0.515;0.299;0.432;0.386;0.323;0.144;0.168;2.691;0.865;0.97
happy;0.071;0.502;5.093;132.226;1.661;-0.269;0.503;-0.277;-0.033;-0.275;0.21;0.007;-0.059;-0.077;-0.044;-0.257;-0.361;220.082;0.139;1646.167;0.021;-0.032;5049.725;4.732;0.194;0.581;2739.132;2687.634;1.671;5.96;0.04;0.9;0.037;0.072;0.502;0.063;0.505;0.117;0.54;0.503;0.072;1;0.054;0.271;0.314;0.158;0.038;1.495;0.799;0.97
happy;0.289;0.482;7.332;139.981;2.413;0.299;0.018;-0.428;0.224;0.083;-0.095;0.097;0.06;0.268;0.227;0.125;0.14;1281.621;-0.028;1323.744;0.022;0.026;8444.443;5.546;0.633;0.483;3512.996;4088.419;1.295;3.57;0.082;0.909;0.453;0.425;0.479;0.704;0.469;1;0.24;0.469;0.33;0.248;0.939;0.145;0.345;0.154;-0.158;2.691;0.853;0.97
happy;0.258;0.594;9.083;123.99;1.362;0.207;0.364;0.123;0.052;-0.024;-0.001;0.161;0.156;0.082;0.027;-0.002;-0.088;1342.015;-0.201;2114.867;0.026;0.136;10957.33;3.341;0.649;0.674;5009.662;4623.561;0.737;2.362;0.209;0.937;0.665;0.281;0.1;0.384;0.135;1;0.095;0.121;0.398;0.433;0.848;0.24;0.34;0.166;0.014;2.691;0.812;0.965
happy;0.088;0.505;8.885;61.403;1.986;0.458;0.476;0.052;0.13;-0.169;-0.144;0.015;-0.074;-0.119;-0.104;0.065;-0.175;147.69;0.082;1961.964;0.028;0.084;9250.74;2.372;0.175;0.58;4004.818;4120.135;0.972;2.764;0.079;0.922;0.188;0.801;0.386;0.388;0.28;0.495;1;0.677;0.786;0.401;0.556;0.62;0.362;0.208;-0.007;1.121;0.757;0.966
happy;0.169;0.527;8.209;103.281;2.075;0.241;0.363;0.191;0.051;0.042;-0.005;0.161;0.106;-0.063;0.084;0.014;0.014;1005.287;0.14;1306.927;0.025;0.12;7530.67;3.775;0.2;0.521;3276.024;3704.042;1.301;3.753;0.054;0.909;0.489;0.075;0.301;0.028;0.437;0.115;0.007;0.095;0.134;1;0.331;0.542;0.329;0.152;-0.035;1.922;0.826;0.971
happy;0.107;0.607;6.177;100.29;1.505;0.031;0.406;0.274;0.229;0.206;0.039;-0.088;0.003;0.005;0.066;0.11;0.134;421.881;0.006;1744.872;0.021;0.034;7911.013;3.508;0.514;0.589;3536.832;3566.544;1.035;2.975;0.033;0.913;0.159;0.061;0.362;0.002;0.161;0;0.005;0.349;0.139;1;0.091;0.423;0.324;0.163;0.1;2.691;0.823;0.972
happy;0.106;0.53;7.375;125.978;2.182;-0.136;0.435;-0.008;0.326;0.011;-0.074;-0.003;-0.079;-0.017;-0.042;-0.148;-0.05;274.732;0.185;1445.544;0.025;0.008;7115.925;3.274;0.333;0.501;3196.533;3875.975;1.631;4.77;0.068;0.905;0.074;0.296;0.421;0.073;0.639;0.349;0.048;0.32;0.363;1;0.657;0.165;0.387;0.217;-0.13;2.243;0.806;0.967
happy;0.139;0.702;5.776;146.969;1.824;0.193;-0.05;0.397;0.019;0.143;0.16;0.354;0.279;0.042;0.121;0.094;0.126;315.597;0.083;1751.699;0.029;0.007;7735.845;3.341;0.478;0.54;3461.234;3718.719;1.099;3.247;0.056;0.908;0.855;0.1;0.356;0.318;0.058;0.485;0.285;0.908;0.983;0.766;1;0.431;0.343;0.157;0.02;2.691;0.832;0.967
happy;0.183;0.547;6.09;133.848;2.062;-0.671;0.223;-0.13;0.112;-0.089;-0.025;0.067;0.094;0.176;-0.007;-0.101;0.011;1154.732;0.142;1471.968;0.028;0.093;5965.013;4.544;0.321;0.522;2896.34;3271.697;1.752;5.471;0.046;0.903;0.079;0.074;0.145;0.068;0.804;0.065;0.089;0.215;0.074;1;0.229;0.426;0.346;0.17;-0.039;1.223;0.803;0.97
happy;0.211;0.573;8.662;129.953;1.628;0.482;0.226;-0.036;-0.117;-0.115;0.003;0.066;0.008;-0.02;-0.05;0.014;-0.063;682.893;-0.184;1748.352;0.029;0.15;9933.725;3.308;0.717;0.619;4518.824;4316.074;0.719;2.31;0.136;0.925;0.211;0.491;0.187;0.684;0.277;0.071;0.27;0.276;1;0.281;0.15;0.392;0.285;0.136;0.006;2.243;0.827;0.965
happy;0.067;0.503;5.682;127.108;0.658;0.446;0.429;-0.018;0.128;-0.194;0.335;0.096;0.355;0.176;0.11;0.118;-0.007;274.847;-0.195;2787.736;0.033;0.201;6367.33;4.176;0.426;0.707;3425.745;2487.98;0.39;2.251;0.012;0.908;0.582;0.562;0.656;0.574;0.361;0.548;0.122;0.914;1;0.393;0.247;0.04;0.368;0.185;0.055;2.691;0.831;0.97
happy;0.098;0.569;7.507;87.626;2.459;-0.586;0.434;0.142;0.227;0.013;-0.087;-0.106;-0.182;0.003;-0.019;-0.106;-0.104;277.225;0.068;1220.626;0.026;0.018;4093.979;3.542;0.316;0.461;2200.261;2411.622;1.994;7.122;0.028;0.885;0.582;1;0.155;0.131;0.379;0.994;0.499;0.154;0.72;0.541;0.114;0.317;0.412;0.196;0.096;2.691;0.824;0.968
happy;0.119;0.573;7.217;119.044;2.289;-0.79;0.62;0.205;-0.007;-0.252;-0.19;-0.163;-0.02;0.167;-0.015;0.09;0.228;372.237;0.244;1319.764;0.026;0.015;4182.656;3.074;0.277;0.509;2331.276;2539.034;2.035;7.19;0.027;0.89;1;0.034;0.027;0.011;0.209;0.279;0.312;0.485;0.048;0.242;0.537;0.532;0.371;0.187;0.048;2.243;0.812;0.967
happy;0.146;0.54;7.736;183.271;2.045;-0.137;0.34;0.022;0.128;0.024;0.135;0.028;0.208;0.136;0.186;-0.072;0.028;484.149;0.066;1454.934;0.029;0.054;7591.169;4.511;0.355;0.534;3296.807;3728.694;1.398;3.968;0.047;0.909;0.761;0.248;0.609;0.195;0.481;0.685;0.25;1;0.821;0.93;0.563;0.696;0.387;0.148;-0.006;2.691;0.871;0.969
happy;0.125;0.519;7.091;114.608;1.321;-0.336;0.529;-0.233;0.407;-0.062;0.022;0.23;-0.117;-0.103;-0.033;-0.209;-0.005;787.298;0.292;2225.4;0.028;0.052;6191.195;3.855;0.411;0.657;3233.357;2891.179;1.359;4.58;0.036;0.912;0.871;0.327;0.236;0.146;1;0.556;0.488;0.177;0.492;0.448;0.031;0.997;0.405;0.191;-0.019;1.922;0.818;0.969
happy;0.037;0.527;7.515;152.178;1.908;-0.213;0.217;0.041;0.246;-0.012;0.011;-0.115;-0.023;-0.096;0.231;0.077;0.142;38.261;0.108;1516.925;0.025;0.109;6175.992;5.279;0.505;0.544;3028.861;3246.352;1.585;5.1;0.068;0.909;1;0.31;0.523;0.193;0.654;0.509;0.237;0.356;0.319;0.747;0.75;0.359;0.289;0.124;-0.031;3.364;0.844;0.969
happy;0.098;0.578;6.436;126.436;2.28;0.31;0.258;-0.026;0.033;-0.039;-0.013;-0.009;0.225;0.033;0.226;0.069;0.083;245.307;0.205;1265.234;0.024;-0.129;7260.412;4.511;0.619;0.48;3086.883;3644.483;1.445;4.217;0.058;0.902;1;0.476;0.221;0.116;0.434;0.762;0.222;0.512;0.542;0.387;0.794;0.406;0.353;0.159;0.009;1.682;0.821;0.969
happy;0.157;0.539;6.693;100.931;2.514;0.339;0.142;-0.241;0.071;0.596;0.3;-0.02;-0.167;-0.179;0.087;0.099;0.155;548.053;0.054;1116.144;0.022;-0.029;8038.95;3.842;0.48;0.45;3181.696;3850.465;1.319;3.49;0.048;0.896;0.816;0.332;0.11;0.308;0.088;0.25;0.018;0.151;0.29;0.195;1;0.265;0.326;0.167;0.079;1.121;0.81;0.969
happy;0.148;0.563;5.753;126.104;1.422;0.239;0.343;0.216;0.165;0.092;0.082;0.022;0.069;0.064;0.102;0.056;0.111;848.058;0.112;1805.914;0.025;-0.119;8564.18;3.475;0.629;0.625;3974.108;3800.34;0.887;2.707;0.053;0.923;0.701;0.408;0.236;0.509;0.088;1;0.482;0.486;0.523;0.731;0.998;0.305;0.332;0.166;0.019;1.035;0.833;0.968
happy;0.213;0.489;6.601;99.928;1.958;0.373;0.259;-0.185;0.202;0.244;0.089;0.053;-0.009;-0.1;0.066;0.09;-0.082;1255.435;0.084;1714.085;0.021;0.019;8777.114;5.079;0.492;0.568;3920.096;4057.873;1.017;2.967;0.096;0.919;0.866;0.156;0.264;0.602;0.268;0.348;0.178;0.324;0.683;0.539;1;0.635;0.303;0.13;-0.055;3.364;0.843;0.968
happy;0.089;0.609;5.541;123.717;1.573;-0.276;0.382;-0.191;0.203;-0.164;-0.043;-0.005;0.054;-0.079;0.19;0.161;-0.009;218.001;0.133;1568.742;0.03;-0.026;5047.77;3.508;0.549;0.54;2616.073;2755.677;1.633;5.723;0.04;0.896;1;0.57;0.316;0.213;0.128;0.106;0.04;0.11;0.344;0.319;0.778;0.657;0.275;0.124;-0.035;1.035;0.861;0.967
happy;0.134;0.504;7.431;101.493;1.718;-0.364;0.269;-0.194;0.028;0.101;-0.142;0.055;-0.196;-0.153;0.043;0.052;0.042;929.317;0.096;1945.363;0.028;0.036;6244.65;4.043;0.485;0.594;3022.213;2882.685;1.387;4.468;0.038;0.91;0.112;0.142;0.084;0.046;0.35;0.059;0.088;0.447;0.299;1;0.035;0.126;0.317;0.166;0.061;1.682;0.835;0.968
happy;0.253;0.512;7.062;118.032;2.507;-0.275;0.263;-0.272;0.139;-0.033;-0.424;-0.194;-0.046;0.133;0.167;0.212;0.234;953.01;0.032;1091.001;0.029;0.17;5176.801;3.207;0.528;0.428;2548.423;3216.521;2.054;6.877;0.053;0.89;0.445;0.073;0.122;0.569;0.962;0.039;0.094;0.154;0.213;0.313;0.268;1;0.322;0.16;-0.006;1.682;0.805;0.97
happy;0.228;0.567;6.478;114.844;1.592;0.159;0.321;-0.162;0.313;0.123;-0.149;-0.015;0.145;0.228;0.2;0.048;0.023;2126.908;0.068;1699.449;0.025;0.171;8473.736;4.544;0.363;0.578;3629.726;3682.561;1.044;3.114;0.078;0.919;0.908;0.517;0.892;0.257;0.241;0.503;0.357;0.886;0.7;0.815;1;0.628;0.335;0.14;0.063;3.364;0.867;0.967
happy;0.225;0.523;5.862;104.126;2.61;-0.033;0.221;-0.158;0.194;0.184;-0.137;-0.007;-0.144;-0.048;0.04;-0.082;-0.066;1604.2;0.189;1038.019;0.019;0.011;5679.277;4.511;0.21;0.432;2535.462;3026.62;1.764;5.623;0.042;0.889;0.197;0.791;0.015;0.004;0.146;0.142;0.031;0.165;0.677;1;0.083;0.017;0.329;0.17;0.057;1.922;0.831;0.966
happy;0.122;0.527;7.185;134.473;1.709;-0.579;0.443;-0.165;-0.054;0.019;-0.114;0.323;0.27;0.039;0.026;-0.108;0.064;665.377;0.183;2040.122;0.029;-0.224;5614.383;2.873;0.294;0.604;2846.612;2692.189;1.556;5.217;0.031;0.906;0.174;0.088;0.249;0.395;0.431;0.387;0.412;0.662;1;0.735;0.344;0.383;0.354;0.194;-0.041;1.922;0.794;0.965
happy;0.07;0.703;7.986;105.143;2.113;0.284;0.186;0.069;0.31;0.158;0.169;-0.074;-0.289;-0.209;0.116;0.155;0.005;44.168;-0.07;1589.222;0.022;0.222;7313.971;1.704;0.306;0.489;3152.656;3696.36;1.422;4.194;0.076;0.901;1;0.636;0.48;0.28;0.221;0.025;0.062;0.142;0.241;0.513;0.525;0.776;0.358;0.207;-0.023;0.434;0.816;0.969
happy;0.2;0.592;7.152;100.007;1.657;-0.197;0.019;0.132;-0.064;0.066;0.174;-0.017;0.125;0.048;0.04;-0.031;0.058;613.673;0.105;1413.408;0.024;-0.213;8044.376;3.174;0.568;0.575;3575.452;3709.522;1.129;3.295;0.057;0.913;0.374;0.377;0.932;0.361;0.499;0.17;0.237;0.47;0.665;1;0.529;0.789;0.386;0.207;-0.165;1.682;0.789;0.971
happy;0.143;0.576;6.187;119.189;2.152;0.262;-0.009;0.254;0.541;-0.088;0.32;0.165;0.098;-0.059;0.001;0.012;-0.136;242.328;-0.06;1037.652;0.033;0.187;5397.432;1.804;0.293;0.458;2620.086;3099.846;1.802;6.167;0.052;0.886;1;0.004;0.083;0.001;0.173;0.049;0.006;0.092;0.007;0.024;0.025;0.512;0.442;0.215;0.046;1.922;0.851;0.968
happy;0.077;0.552;7.346;189.398;2.332;0.214;0.324;0.19;0.076;0.083;0.183;0.062;0.029;0.061;0.062;-0.007;-0.002;226.424;0.064;1425.525;0.027;0.027;6821.609;4.533;0.546;0.478;2965.568;3525.748;1.514;4.507;0.062;0.903;0.541;0.741;0.937;0.379;1;0.761;0.345;0.692;0.649;0.996;0.902;0.439;0.333;0.153;-0.002;1.346;0.818;0.971
happy;0.183;0.573;8.07;105.21;2.238;-0.168;0.409;0.187;0.288;0.193;0.013;0.078;-0.137;0.025;-0.016;-0.047;-0.019;670.481;-0.048;1292.191;0.029;0.074;8070.451;3.207;0.548;0.483;3121.457;3747.178;1.31;3.511;0.051;0.898;0.283;0.295;0.712;0.213;0.401;0.425;0.141;0.626;0.609;1;0.754;0.324;0.372;0.16;-0.04;1.682;0.859;0.967
happy;0.231;0.554;5.705;138.937;2.524;0.467;0.288;-0.257;0.146;-0.003;-0.174;-0.07;-0.015;0.115;0.17;-0.015;0.081;1127.011;0.269;1271.494;0.024;0.042;5495.004;3.608;0.283;0.399;2364.88;2875.873;1.56;4.575;0.024;0.884;0.192;1;0.192;0.31;0.277;0.144;0.437;0.22;0.587;0.266;0.338;0.477;0.336;0.184;-0.154;1.922;0.801;0.968
happy;0.165;0.534;5.742;139.218;1.518;-0.281;0.59;-0.112;0.476;-0.43;0.073;0.252;-0.055;0.114;-0.014;0.188;-0.034;963.344;-0.044;1704.911;0.022;-0.039;4764.789;4.11;0.325;0.585;2681.831;2605.702;1.601;5.953;0.03;0.898;0.153;0.224;0.52;0.119;0.63;0.236;0.499;0.259;0.293;0.578;0.185;1;0.331;0.167;-0.015;3.364;0.808;0.97
happy;0.189;0.574;8.899;93.439;3.008;-0.364;0.174;-0.348;0.468;-0.238;0.049;0.269;0.211;0.174;-0.089;-0.059;-0.058;1072.542;0.081;1174.055;0.028;0.197;4366.235;3.508;0.305;0.377;2309.62;3026.367;2.11;7.004;0.042;0.885;0.458;0.245;0.175;0.611;0.532;0.803;0.729;0.489;0.355;0.228;0.76;1;0.349;0.147;0.049;2.691;0.843;0.967
happy;0.158;0.531;9.462;108.272;2.166;-0.336;0.82;-0.279;0.194;-0.151;-0.423;0.277;-0.025;0.091;0.29;0.314;0.112;572.338;-0.119;1574.753;0.034;0.11;5915.953;2.773;0.45;0.541;2867.187;3179.629;1.687;5.268;0.052;0.902;0.248;0.827;0.402;0.391;0.68;0.176;0.324;0.027;0.245;0.598;1;0.603;0.372;0.189;-0.023;0.897;0.804;0.969
happy;0.265;0.547;7.103;112.013;2.121;0.23;0.234;0.173;0.072;0.004;0.051;0.047;-0.054;0.02;0.23;0.131;0.065;1540.367;0.04;1365.237;0.028;-0.107;10704.273;5.045;0.655;0.568;4409.05;4721.479;0.932;2.518;0.15;0.919;0.337;0.293;0.317;0.201;0.235;0.146;0.038;0.322;0.188;1;0.604;0.326;0.308;0.128;-0.022;3.364;0.87;0.966
happy;0.237;0.473;7.17;144.314;2.05;-0.162;0.32;-0.002;0.008;-0.051;-0.066;0.006;-0.013;-0.051;-0.034;-0.031;-0.113;2234.113;-0.139;1437.961;0.023;-0.106;6656.515;4.004;0.519;0.527;3005.502;3306.333;1.458;4.407;0.064;0.91;0.035;0.02;0.185;0.023;0.396;0.07;0.013;0.186;0.042;1;0.324;0.092;0.31;0.164;-0.214;0.841;0.766;0.968
happy;0.299;0.559;8.023;109.1;1.724;-0.278;0.207;-0.125;0.01;-0.411;-0.141;-0.055;-0.035;-0.251;-0.151;0.066;0.277;1704.497;0.005;1517.991;0.025;0.016;4874.095;4.11;0.254;0.54;2433.015;2202.58;1.28;4.448;0.02;0.887;0.298;0;0.022;0.002;0.203;0.093;1;0.353;0.069;0.457;0.099;0.46;0.445;0.227;0.029;2.243;0.813;0.966
happy;0.12;0.526;16.531;127.988;2.29;-0.638;0.325;-0.001;0.243;0.041;-0.123;-0.129;-0.133;0.154;-0.02;0.039;0.043;464.729;0.155;1239.009;0.023;0.059;3984.147;3.876;0.242;0.469;2141.362;2150.569;1.749;6.125;0.019;0.885;0.821;0.145;0.12;0.034;0.578;0.886;0.448;1;0.124;0.556;0.895;0.315;0.441;0.181;0.014;2.691;0.859;0.968
happy;0.143;0.583;7.55;98.375;1.758;-0.024;0.224;-0.114;0.272;-0.123;-0.178;-0.06;-0.217;0.147;0.218;0.21;0.156;957.68;0.174;2155.528;0.036;0.096;8845.688;3.207;0.189;0.628;4071.332;3814.093;0.91;2.764;0.061;0.929;0.336;0.52;0.608;0.677;1;0.214;0.23;0.013;0.399;0.383;0.081;0.788;0.425;0.213;-0.058;1.922;0.813;0.968
happy;0.128;0.483;7.538;86.957;1.672;0.242;0.317;0.212;0.2;0.228;0.15;0.041;0.147;0.108;0.067;0.014;-0.045;547.723;-0.141;1514.61;0.022;0.136;8655.443;2.807;0.386;0.574;3799.638;3955.448;1.016;2.96;0.072;0.919;0.017;0.318;0.234;0.878;0.266;0.082;0.155;0.124;1;0.288;0.123;0.021;0.342;0.167;0.026;0.538;0.825;0.964
happy;0.152;0.58;8.058;155.312;1.666;0.069;0.165;-0.374;0.356;-0.213;0.017;0.37;0.04;-0.109;-0.204;-0.173;-0.024;517.942;-0.078;2016.944;0.03;0.072;10106.432;4.511;0.37;0.607;4222.237;4459.491;1.192;3.227;0.073;0.923;0.51;0.229;0.815;0.059;0.288;0.557;0.861;1;0.692;0.97;0.166;0.244;0.342;0.158;-0.065;3.364;0.841;0.971
happy;0.102;0.613;7.041;77.958;1.525;-0.51;0.249;-0.287;0.087;-0.196;-0.22;0.055;-0.056;0.058;0.019;-0.025;-0.034;420.395;0.367;2259.311;0.038;-0.036;7830.432;2.038;0.183;0.647;3764.615;3757.705;1.438;4.265;0.067;0.923;0.952;0.37;0.097;0.339;0.686;0.203;1;0.587;0.081;0.17;0.181;0.882;0.356;0.183;0.029;1.922;0.796;0.968
happy;0.161;0.589;7.189;167.415;2.763;0.237;0.626;0.372;0.051;-0.231;-0.261;0.094;-0.137;-0.167;0.002;0.22;0.148;476.697;0.001;1310.473;0.033;-0.043;10309.988;2.84;0.157;0.51;3897.973;4516.26;1.083;2.762;0.06;0.909;0.27;1;0.514;0.136;0.406;0.068;0.66;0.234;0.479;0.664;0.404;0.926;0.381;0.194;-0.168;3.364;0.837;0.97
happy;0.169;0.518;4.918;101.964;1.479;-0.18;0.5;0.03;0.257;-0.05;0.073;0.072;-0.041;-0.199;0.139;0.068;0.016;1436.733;0.03;1814.089;0.021;0.1;6301.932;6.682;0.55;0.61;3223.087;3266.477;1.487;4.747;0.042;0.913;0.338;0.8;0.132;0.038;0.124;0.054;0.418;0;0.209;0.002;0.118;1;0.353;0.144;-0.042;1.682;0.862;0.968
happy;0.082;0.602;9.634;133.372;1.731;0.289;-0.099;-0.308;0.011;-0.016;0.07;0.019;0.002;0.076;0.164;0.053;0.077;166.095;0.003;2084.779;0.027;0.077;9152.873;3.308;0.378;0.61;4213.721;4115.532;0.98;2.953;0.081;0.93;0.155;0.055;0.602;0.02;0.473;0.105;0.122;1;0.689;0.436;0.46;0.347;0.348;0.163;0.074;3.364;0.828;0.965
happy;0.104;0.552;6.996;129.252;2.234;-0.119;0.154;-0.299;0.148;0.115;0.183;0.143;-0.088;0.092;-0.048;-0.032;-0.178;325.112;0.314;1492.515;0.026;-0.156;6346.743;3.943;0.255;0.504;3042.874;3551.653;1.802;5.766;0.029;0.902;0.211;0.189;0.626;0.079;0.937;1;0.202;0.755;0.234;0.999;0.586;0.729;0.376;0.166;-0.146;2.243;0.833;0.966
happy;0.051;0.605;6.38;158.544;1.171;-0.219;0.124;-0.075;0.247;-0.033;-0.075;-0.037;0.104;-0.02;-0.07;-0.214;-0.174;91.937;0.253;2228.641;0.028;0.044;6515.623;1.971;0.185;0.659;3303.604;2648.293;0.846;2.849;0.019;0.913;0.849;0.963;0.503;0.103;0.978;0.113;1;0.288;0.45;0.27;0.071;0.384;0.365;0.186;-0.059;1.682;0.797;0.968
happy;0.103;0.506;7.482;142.435;2.402;-0.768;0.327;0.019;0.235;-0.054;-0.265;-0.138;-0.111;0.243;0.134;0.079;0.079;338.026;0.126;1310.84;0.028;0.064;3941.733;3.408;0.256;0.465;2214.206;2409.276;2.107;7.8;0.027;0.886;1;0.044;0.921;0.063;0.041;0.056;0.119;0.102;0.004;0.18;0.641;0.336;0.372;0.181;0.054;1.922;0.818;0.967
